code,numeric_code,our_name,yahoo_name,similarity,category,normalized_ours,normalized_yahoo
FOCUSP,0157,"Focus Point Holdings Berhad","FOCUSP",40,MISMATCH,"FOCUS POINT BHD","FOCUSP"
FORMIS,9318,"Formis Resources Berhad","FITTERS",25,MISMATCH,"FORMIS RESOURCES BHD","FITTERS"
FPI,9172,"Formosa Prosonic Industries Berhad","FPI",10,MISMATCH,"FORMOSA PROSONIC INDUSTRIES BHD","FPI"
FRONTKN,0128,"Frontken Corporation Berhad","FRONTKN",41,MISMATCH,"FRONTKEN CORP BHD","FRONTKN"
FSBM,9377,"FSBM Holdings Berhad","FSBM",50,MISMATCH,"FSBM BHD","FSBM"
FTES,0373,"F T E S International Group Berhad","VERDANT",19,MISMATCH,"F T E S INTL BHD","VERDANT"
FUCEHS,0302,"Fu Ce Hs Holdings Berhad","TOPMIX",0,MISMATCH,"FU CE HS BHD","TOPMIX"
GADANG,9261,"Gadang Holdings Berhad","GADANG",60,MISMATCH,"GADANG BHD","GADANG"
GAMUDA,5398,"Gamuda Berhad","GAMUDA",60,MISMATCH,"GAMUDA BHD","GAMUDA"
GASMSIA,5209,"Gas Malaysia Berhad","GASMSIA",44,MISMATCH,"GAS MALAYSIA BHD","GASMSIA"
GBGAQRS,0162,"GBA Holdings Berhad","WIDAD",14,MISMATCH,"GBA BHD","WIDAD"
GCB,5102,"Guan Chong Berhad","GCB",21,MISMATCH,"GUAN CHONG BHD","GCB"
GCSB,0310,"Green Coast Seafood Berhad","UUE",4,MISMATCH,"GREEN COAST SEAFOOD BHD","UUE"
GDB,0198,"GDB Holdings Berhad","GDB",43,MISMATCH,"GDB BHD","GDB"
GDEX,0078,"GDEX Berhad","GDEX",50,MISMATCH,"GDEX BHD","GDEX"
GENERGY,5343,"Wasco Greenergy Berhad","GENERGY",37,MISMATCH,"WASCO GREENERGY BHD","GENERGY"
GENETEC,0104,"Genetec Technology Berhad","GENETEC",32,MISMATCH,"GENETEC TECHNOLOGY BHD","GENETEC"
GENM,4715,"Genting Malaysia Berhad","GENM",20,MISMATCH,"GENTING MALAYSIA BHD","GENM"
GENP,2291,"Genting Plantations Berhad","GENP",17,MISMATCH,"GENTING PLANTATIONS BHD","GENP"
GENTING,3182,"Genting Berhad","GENTING",64,MISMATCH,"GENTING BHD","GENTING"
GESHEN,7197,"GE-Shen Corporation Berhad","GESHEN",38,MISMATCH,"GE SHEN CORP BHD","GESHEN"
GFM,0215,"GFM Services Berhad","SLVEST",25,MISMATCH,"GFM SERVICES BHD","SLVEST"
GIGASUNS,0308,"Giga Sunshine Berhad","KTI",6,MISMATCH,"GIGA SUNSHINE BHD","KTI"
GIIB,7192,"GIIB Holdings","GIIB",100,MATCH,"GIIB","GIIB"
GLOBETRO,7022,"Globetronics Technology Bhd","GTRONIC",26,MISMATCH,"GLOBETRONICS TECHNOLOGY BHD","GTRONIC"
GLOMAC,5020,"Glomac Berhad","GLOMAC",60,MISMATCH,"GLOMAC BHD","GLOMAC"
GLXT,0284,"Globalxtreme Berhad","GLXT",25,MISMATCH,"GLOBALXTREME BHD","GLXT"
GMUTUAL,0305,"G Mutual Berhad","SINKUNG",8,MISMATCH,"G MUTUAL BHD","SINKUNG"
GOCEAN,0074,"G Ocean Berhad","GOCEAN",55,MISMATCH,"G OCEAN BHD","GOCEAN"
GOPENG,2135,"Gopeng Berhad","GOPENG",60,MISMATCH,"GOPENG BHD","GOPENG"
GPACKET,0082,"Green Packet Berhad","GPACKET",44,MISMATCH,"GREEN PACKET BHD","GPACKET"
GPHAROS,0330,"Grand Pharos Holdings Berhad","SUPREME",13,MISMATCH,"GRAND PHAROS BHD","SUPREME"
GREATEC,0208,"Greatech Technology Berhad","GREATEC",30,MISMATCH,"GREATECH TECHNOLOGY BHD","GREATEC"
GSTEEL,0288,"Glomac Steel Berhad","MINOX",6,MISMATCH,"GLOMAC STEEL BHD","MINOX"
GUOCO,1503,"GuocoLand (Malaysia) Berhad","GUOCO",38,MISMATCH,"GUOCOLAND BHD","GUOCO"
HAILY,0237,"Haily Group Berhad","HAILY",56,MISMATCH,"HAILY BHD","HAILY"
HANDAL,7253,"Handal Energy Berhad","HANDAL",35,MISMATCH,"HANDAL ENERGY BHD","HANDAL"
HAPSENG,3034,"Hap Seng Consolidated Berhad","HAPSENG",28,MISMATCH,"HAP SENG CONSOLIDATED BHD","HAPSENG"
HARBOUR,2062,"Harbour-Link Group Berhad","HARBOUR",44,MISMATCH,"HARBOUR LINK BHD","HARBOUR"
HARISON,5008,"Harrisons Holdings (Malaysia) Berhad","HARISON",54,MISMATCH,"HARRISONS BHD","HARISON"
HARNLEN,7501,"Harn Len Corporation Bhd","HARNLEN",41,MISMATCH,"HARN LEN CORP BHD","HARNLEN"
HARTA,5168,"Hartalega Holdings Berhad","HARTA",38,MISMATCH,"HARTALEGA BHD","HARTA"
HBGLOB,7066,"HB Global Limited","YONGTAI",18,MISMATCH,"HB GLOBAL LIMITED","YONGTAI"
HCK,7105,"HCK Capital Group Berhad","HCK",20,MISMATCH,"HCK CAPITAL BHD","HCK"
HEIM,3255,"Heineken Malaysia Berhad","HEIM",19,MISMATCH,"HEINEKEN MALAYSIA BHD","HEIM"
HEKTAR,5121,"Hektar Real Estate Investment Trust","HEKTAR",17,MISMATCH,"HEKTAR REAL ESTATE INVESTMENT TRUST","HEKTAR"
HENGYUAN,4324,"Hengyuan Refining Company Berhad","HENGYUAN",28,MISMATCH,"HENGYUAN REFINING COMPANY BHD","HENGYUAN"
HEVEA,5095,"HeveaBoard Berhad","HEVEA",36,MISMATCH,"HEVEABOARD BHD","HEVEA"
HEXCAP,0035,"Hexcapital Berhad","HEXCAP",43,MISMATCH,"HEXCAPITAL BHD","HEXCAP"
HEXIND,0161,"Hextar Industries Berhad","HEXIND",29,MISMATCH,"HEXTAR INDUSTRIES BHD","HEXIND"
HEXTAR,5151,"Hextar Global Berhad","HEXTAR",35,MISMATCH,"HEXTAR GLOBAL BHD","HEXTAR"
HEXTECH,5136,"Hextar Technologies Solutions Berhad","HEXTECH",21,MISMATCH,"HEXTAR TECHNOLOGIES SOLUTIONS BHD","HEXTECH"
HEXZA,3298,"Hexza Corporation Berhad","HEXZA",36,MISMATCH,"HEXZA CORP BHD","HEXZA"
HHHCORP,0160,"HHH Corp Berhad","HHHCORP",58,MISMATCH,"HHH CORP BHD","HHHCORP"
HHHSB,0311,"HHH Plantations Berhad","GOHUB",11,MISMATCH,"HHH PLANTATIONS BHD","GOHUB"
HHRG,0175,"HHRG Berhad","HHRG",50,MISMATCH,"HHRG BHD","HHRG"
HI,5335,"HI Mobility Berhad","HI",13,MISMATCH,"HI MOBILITY BHD","HI"
HIAPTEK,5072,"Hiap Teck Venture","HIAPTEK",41,MISMATCH,"HIAP TECK VENTURE","HIAPTEK"
HIBISCS,5199,"Hibiscus Petroleum Berhad","HIBISCS",32,MISMATCH,"HIBISCUS PETROLEUM BHD","HIBISCS"
HIGHTEC,7033,"Hightec Global","HIGHTEC",50,MISMATCH,"HIGHTEC GLOBAL","HIGHTEC"
HKB,0359,"HKB Holdings","HKB",100,MATCH,"HKB","HKB"
HLBANK,5819,"Hong Leong Bank Berhad","HLBANK",32,MISMATCH,"HONG LEONG BANK BHD","HLBANK"
HLCAP,5274,"Hong Leong Capital Berhad","HLCAP",23,MISMATCH,"HONG LEONG CAPITAL BHD","HLCAP"
HLFG,1082,"Hong Leong Financial Group Berhad","HLFG",13,MISMATCH,"HONG LEONG FINANCIAL BHD","HLFG"
HLIND,3301,"Hong Leong Industries Berhad","HLIND",20,MISMATCH,"HONG LEONG INDUSTRIES BHD","HLIND"
HLT,0188,"HLT Global Berhad","HLT",21,MISMATCH,"HLT GLOBAL BHD","HLT"
HM,0060,"Harvest Miracle Capital Berhad","HM",7,MISMATCH,"HARVEST MIRACLE CAPITAL BHD","HM"
HOMERIZ,7132,"Homeriz Corporation Berhad","SMISCOR",31,MISMATCH,"HOMERIZ CORP BHD","SMISCOR"
HPMT,5291,"HPMT Holdings Berhad","HPMT",50,MISMATCH,"HPMT BHD","HPMT"
HSPLANT,5138,"Hap Seng Plantations Holdings Berhad","HSPLANT",29,MISMATCH,"HAP SENG PLANTATIONS BHD","HSPLANT"
HSSEB,0185,"HSS Engineers Berhad","HSSEB",29,MISMATCH,"HSS ENGINEERS BHD","HSSEB"
HUMEIND,5000,"Hume Cement Industries Berhad","HUMEIND",27,MISMATCH,"HUME CEMENT INDUSTRIES BHD","HUMEIND"
HUPSENG,5024,"Hup Seng Industries Berhad","HUPSENG",30,MISMATCH,"HUP SENG INDUSTRIES BHD","HUPSENG"
HWGB,9601,"HWGB Holdings Berhad","HWGB",50,MISMATCH,"HWGB BHD","HWGB"
IBHD,4251,"I-Berhad","IBHD",80,MATCH,"I BHD","IBHD"
IBRACO,0252,"Ibraco Berhad","ORGABIO",20,MISMATCH,"IBRACO BHD","ORGABIO"
ICTZONE,0358,"ICTZONE Holdings","ICTZONE",100,MATCH,"ICTZONE","ICTZONE"
IDEAL,9687,"Ideal Capital Berhad","IDEAL",29,MISMATCH,"IDEAL CAPITAL BHD","IDEAL"
IDELIVR,0232,"I-Deliver Group Berhad","VOLCANO",8,MISMATCH,"I DELIVER BHD","VOLCANO"
IEPMECH,0306,"IEP Power Engineering Berhad","SMART",4,MISMATCH,"IEP POWER ENGINEERING BHD","SMART"
IFCAMSC,0023,"IFCA MSC Berhad","IFCAMSC",58,MISMATCH,"IFCA MSC BHD","IFCAMSC"
IGBB,5160,"IGB Berhad","HOMERIZ",0,MISMATCH,"IGB BHD","HOMERIZ"
IGBCR,5299,"IGB Commercial Real Estate Investment Trust","IGBCR",12,MISMATCH,"IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST","IGBCR"
IGBREIT,5227,"IGB Real Estate Investment Trust","IGBREIT",22,MISMATCH,"IGB REAL ESTATE INVESTMENT TRUST","IGBREIT"
IHH,5225,"IHH Healthcare Berhad","IHH",17,MISMATCH,"IHH HEALTHCARE BHD","IHH"
IJM,3336,"IJM Corporation Berhad","IJM",25,MISMATCH,"IJM CORP BHD","IJM"
IMDA,0133,"Imda Corporation Berhad","SANICHI",15,MISMATCH,"IMDA CORP BHD","SANICHI"
INARI,0166,"Inari Amertron Berhad","INARI",28,MISMATCH,"INARI AMERTRON BHD","INARI"
INFOM,0265,"Infomina Berhad","INFOM",42,MISMATCH,"INFOMINA BHD","INFOM"
INNITY,0147,"Innity Corporation Berhad","INNITY",40,MISMATCH,"INNITY CORP BHD","INNITY"
INNO,5265,"Innoprise Plantations Berhad","OASIS",16,MISMATCH,"INNOPRISE PLANTATIONS BHD","OASIS"
INSAS,3379,"Insas Berhad","INSAS",56,MISMATCH,"INSAS BHD","INSAS"
INTA,0192,"Inta Bina Group Berhad","INTA",31,MISMATCH,"INTA BINA BHD","INTA"
IOICORP,1961,"IOI Corporation Berhad","IOICORP",58,MISMATCH,"IOI CORP BHD","IOICORP"
IOIPG,5249,"IOI Properties Group Berhad","IOIPG",22,MISMATCH,"IOI PROPERTIES BHD","IOIPG"
IRIS,0010,"IRIS Corporation Berhad","IRIS",31,MISMATCH,"IRIS CORP BHD","IRIS"
ITMAX,5309,"ITMAX System Berhad","ITMAX",31,MISMATCH,"ITMAX SYSTEM BHD","ITMAX"
ITRONIC,9393,"I-Tronic Group Berhad","ITRONIC",58,MISMATCH,"I TRONIC BHD","ITRONIC"
JAG,0024,"JAG Berhad","JAG",43,MISMATCH,"JAG BHD","JAG"
JAGCPTL,6874,"KUB Malaysia Berhad","JAGCPTL",6,MISMATCH,"KUB MALAYSIA BHD","JAGCPTL"
JAKS,4723,"JAKS Resources Berhad","JAKS",22,MISMATCH,"JAKS RESOURCES BHD","JAKS"
JAYCORP,7152,"Jay Corporation","JAYCORP",88,MATCH,"JAY CORP","JAYCORP"
JBC,0250,"JBC Corporation Berhad","YXPM",8,MISMATCH,"JBC CORP BHD","YXPM"
JCY,5161,"JCY International Berhad","JCY",25,MISMATCH,"JCY INTL BHD","JCY"
JDIPC,0317,"JD I Plus Corporation Berhad","EPB",11,MISMATCH,"JD I PLUS CORP BHD","EPB"
JFTECH,0167,"JF Technology Berhad","MCLEAN",12,MISMATCH,"JF TECHNOLOGY BHD","MCLEAN"
JHM,0127,"JHM Consolidation Berhad","JHM",14,MISMATCH,"JHM CONSOLIDATION BHD","JHM"
JIANKUN,0199,"Jiankun International Berhad","TRIMODE",6,MISMATCH,"JIANKUN INTL BHD","TRIMODE"
JKGLAND,6769,"JKG Land","JKGLAND",88,MATCH,"JKG LAND","JKGLAND"
JOHAN,3441,"Johan Holdings","JOHAN",100,MATCH,"JOHAN","JOHAN"
JPG,5133,"Johor Plantations Group Berhad","PENERGY",10,MISMATCH,"JOHOR PLANTATIONS BHD","PENERGY"
JSSOLAR,0369,"JS Solar","JSSOLAR",88,MATCH,"JS SOLAR","JSSOLAR"
JTGROUP,0292,"Jati Tinggi Group Berhad","JTGROUP",13,MISMATCH,"JATI TINGGI BHD","JT"
JTIASA,4383,"Jaya Tiasa Holdings Berhad","JTIASA",43,MISMATCH,"JAYA TIASA BHD","JTIASA"
JTKBHD,0325,"JTK Technology Berhad","NE",6,MISMATCH,"JTK TECHNOLOGY BHD","NE"
K1,0111,"K-One Technology Berhad","K1",5,MISMATCH,"K ONE TECHNOLOGY BHD","K1"
KAB,0202,"Kinergy Advancement Berhad","RGTECH",17,MISMATCH,"KINERGY ADVANCEMENT BHD","RGTECH"
KAMDAR,8672,"Kamdar Group (M) Berhad","KAMDAR",60,MISMATCH,"KAMDAR BHD","KAMDAR"
KANGER,0170,"Kanger International Berhad","KANGER",40,MISMATCH,"KANGER INTL BHD","KANGER"
KAREX,5247,"Karex Berhad","KAREX",56,MISMATCH,"KAREX BHD","KAREX"
KAWAN,7216,"Kawan Food Berhad","KAWAN",36,MISMATCH,"KAWAN FOOD BHD","KAWAN"
KBES,0280,"K Best Berhad","MBN",10,MISMATCH,"K BEST BHD","MBN"
KBH,0320,"KBH Berhad","HAWK",14,MISMATCH,"KBH BHD","HAWK"
KEINHIN,7199,"Kelington Holdings","KEINHIN",56,MISMATCH,"KELINGTON","KEINHIN"
KENANGA,6483,"Kenanga Investment Bank Berhad","KENANGA",26,MISMATCH,"KENANGA INVESTMENT BANK BHD","KENANGA"
KENERGY,0307,"Kenergy Holdings","KENERGY",100,MATCH,"KENERGY","KENERGY"
KERJAYA,7161,"Kerjaya Prospek Group Berhad","KERJAYA",37,MISMATCH,"KERJAYA PROSPEK BHD","KERJAYA"
KESM,9334,"KESM Industries","KESM",27,MISMATCH,"KESM INDUSTRIES","KESM"
KEYFIELD,0191,"Keyfield International Berhad","CABNET",12,MISMATCH,"KEYFIELD INTL BHD","CABNET"
KFIMA,6491,"Kumpulan Fima Berhad","KFIMA",29,MISMATCH,"KUMPULAN FIMA BHD","KFIMA"
KGB,0151,"Kelington Group Berhad","KGB",23,MISMATCH,"KELINGTON BHD","KGB"
KGROUP,0036,"K-Star Group Berhad","KGROUP",10,MISMATCH,"K STAR BHD","K"
KHIND,7062,"Khind Holdings Berhad","KHIND",56,MISMATCH,"KHIND BHD","KHIND"
KHJB,0210,"KHJ Berhad","KHJB",57,MISMATCH,"KHJ BHD","KHJB"
KIALIM,6211,"Kia Lim Berhad","KIALIM",55,MISMATCH,"KIA LIM BHD","KIALIM"
KIARA,0329,"Kiara Glory Berhad","METRO",13,MISMATCH,"KIARA GLORY BHD","METRO"
KIMHIN,5371,"Kim Hin Industry Berhad","KIMHIN",30,MISMATCH,"KIM HIN INDUSTRY BHD","KIMHIN"
KIMLUN,5171,"Kimlun Corporation Berhad","KIMLUN",40,MISMATCH,"KIMLUN CORP BHD","KIMLUN"
KINRARA,0282,"Kinrara Media Berhad","KGW",6,MISMATCH,"KINRARA MEDIA BHD","KGW"
KIPREIT,5280,"KIP Real Estate Investment Trust","KIPREIT",22,MISMATCH,"KIP REAL ESTATE INVESTMENT TRUST","KIPREIT"
KISAS,0340,"Kisaran Resources Berhad","NORTHERN",14,MISMATCH,"KISARAN RESOURCES BHD","NORTHERN"
KITACON,0169,"Kumpulan Kitacon Berhad","SMTRACK",15,MISMATCH,"KUMPULAN KITACON BHD","SMTRACK"
KJTS,0293,"KJTS Group Berhad","KJTS",50,MISMATCH,"KJTS BHD","KJTS"
KKB,9466,"KKB Engineering Berhad","KKB",16,MISMATCH,"KKB ENGINEERING BHD","KKB"
KLCC,5235,"KLCC Property Holdings Berhad",,0,NOT_FOUND,"KLCC PROPERTY BHD",
KLK,2445,"Kuala Lumpur Kepong Berhad","KLK",13,MISMATCH,"KUALA LUMPUR KEPONG BHD","KLK"
KLUANG,2453,"Kluang Rubber Company (Malaya) Berhad","KLUANG",19,MISMATCH,"KLUANG RUBBER COMPANY MALAYA BHD","KLUANG"
KMAK,0301,"K Ma K Berhad","ZANTAT",10,MISMATCH,"K MA K BHD","ZANTAT"
KMLOONG,5027,"Kim Loong Resources","KMLOONG",37,MISMATCH,"KIM LOONG RESOURCES","KMLOONG"
KOBAY,0081,"Kobay Technology Bhd","REKATECH",25,MISMATCH,"KOBAY TECHNOLOGY BHD","REKATECH"
KOMARK,7071,"Komarkcorp Berhad","OCR",21,MISMATCH,"KOMARKCORP BHD","OCR"
KOPI,0338,"Oriental Kopi Holdings Berhad","KOPI",24,MISMATCH,"ORIENTAL KOPI BHD","KOPI"
KOSSAN,7153,"Kossan Rubber Industries","KOSSAN",25,MISMATCH,"KOSSAN RUBBER INDUSTRIES","KOSSAN"
KOTRA,0002,"Kotra Industries Berhad","KOTRA",25,MISMATCH,"KOTRA INDUSTRIES BHD","KOTRA"
KPJ,5878,"KPJ Healthcare Berhad","KPJ",17,MISMATCH,"KPJ HEALTHCARE BHD","KPJ"
KPOWER,7130,"Kpower Berhad","RENEUCO",10,MISMATCH,"KPOWER BHD","RENEUCO"
KPPROP,7077,"Kerjaya Prospek Property Berhad","KPPROP",21,MISMATCH,"KERJAYA PROSPEK PROPERTY BHD","KPPROP"
KPS,5843,"Kumpulan Perangsang Selangor Berhad","KPS",9,MISMATCH,"KUMPULAN PERANGSANG SELANGOR BHD","KPS"
KRETAM,1996,"Kretam Holdings Berhad","KRETAM",60,MISMATCH,"KRETAM BHD","KRETAM"
KRONO,0176,"Kronologi Asia","KRONO",36,MISMATCH,"KRONOLOGI ASIA","KRONO"
KRONOS,0352,"Kronos Global Berhad","WTEC",0,MISMATCH,"KRONOS GLOBAL BHD","WTEC"
KSENG,3476,"Keck Seng (Malaysia) Berhad","KSENG",38,MISMATCH,"KECK SENG BHD","KSENG"
KSL,5038,"KSL Holdings Berhad","KSL",43,MISMATCH,"KSL BHD","KSL"
KTC,0180,"Kim Teck Cheong Consolidated Berhad","KTC",9,MISMATCH,"KIM TECK CHEONG CONSOLIDATED BHD","KTC"
KTI,0243,"KTI Landmark Berhad","CENGILD",13,MISMATCH,"KTI LANDMARK BHD","CENGILD"
KUANTAN,8303,"Kuantan Flour Mills Berhad","LOTUS",13,MISMATCH,"KUANTAN FLOUR MILLS BHD","LOTUS"
KUCHIN,0316,"Kuching Resources Berhad","SCB",14,MISMATCH,"KUCHING RESOURCES BHD","SCB"
KUNRONG,0350,"Kunrong Holdings Berhad","MSB",9,MISMATCH,"KUNRONG BHD","MSB"
KYM,8362,"KYM Holdings","KYM",100,MATCH,"KYM","KYM"
L&G,3174,"Land & General Berhad","L&G",19,MISMATCH,"LAND GENERAL BHD","L G"
LACMED,5341,"LAC Med Berhad","LACMED",55,MISMATCH,"LAC MED BHD","LACMED"
LAGANG,0367,"Lagang Holdings Berhad","ENPRO",10,MISMATCH,"LAGANG BHD","ENPRO"
LAGENDA,7179,"Lagenda Properties Berhad","LAGENDA",32,MISMATCH,"LAGENDA PROPERTIES BHD","LAGENDA"
LAMBO,0018,"Lambo Group Berhad","LAMBO",56,MISMATCH,"LAMBO BHD","LAMBO"
LAMS,0341,"LAM Soon (M) Berhad","COLFORM",8,MISMATCH,"LAM SOON BHD","COLFORM"
LANDMRK,1643,"Landmark Properties Berhad","LANDMRK",30,MISMATCH,"LANDMARK PROPERTIES BHD","LANDMRK"
LATITUDE,7006,"Latitude Tree Holdings Berhad","RKI",6,MISMATCH,"LATITUDE TREE BHD","RKI"
LAYHONG,9385,"Lay Hong Berhad","LAYHONG",58,MISMATCH,"LAY HONG BHD","LAYHONG"
LBALUM,9326,"LB Aluminium","LBALUM",50,MISMATCH,"LB ALUMINIUM","LBALUM"
LBS,5789,"LBS Bina Group Berhad","LBS",25,MISMATCH,"LBS BINA BHD","LBS"
LCTH,5009,"LCTH Corporation Berhad","WTHORSE",31,MISMATCH,"LCTH CORP BHD","WTHORSE"
LCTITAN,5284,"Lotte Chemical Titan Holding Berhad","LCTITAN",29,MISMATCH,"LOTTE CHEMICAL TITAN BHD","LCTITAN"
LDMD,0289,"LDMD Holdings Berhad","PLYTEC",0,MISMATCH,"LDMD BHD","PLYTEC"
LECHANG,0342,"Lechang Berhad","RTECH",18,MISMATCH,"LECHANG BHD","RTECH"
LEFORM,0266,"Leform Berhad","LEFORM",60,MISMATCH,"LEFORM BHD","LEFORM"
LEGEND,0313,"Legend Holdings Berhad","BWYS",0,MISMATCH,"LEGEND BHD","BWYS"
LFG,5255,"Lianson Fleet Group Berhad","LFG",12,MISMATCH,"LIANSON FLEET BHD","LFG"
LGMS,0249,"LGMS Berhad","LGMS",50,MISMATCH,"LGMS BHD","LGMS"
LHI,6633,"Leong Hup International Berhad","LHI",17,MISMATCH,"LEONG HUP INTL BHD","LHI"
LIBERTY,0312,"Liberty Resources Berhad","OFB",10,MISMATCH,"LIBERTY RESOURCES BHD","OFB"
